place	url	type	parent	latitude	longitude
President%27s House (Philadelphia)	https://en.wikipedia.org/wiki/President%27s_House_(Philadelphia)	link	Harrisburg–Carlisle metropolitan statistical area	39°57′02″N	75°09′00″W
St. Peter%27s Basilica	https://en.wikipedia.org/wiki/St._Peter%27s_Basilica	link	Harrisburg–Carlisle metropolitan statistical area	41°54′08″N	12°27′12″E
Titusville, Pennsylvania	https://en.wikipedia.org/wiki/Titusville,_Pennsylvania	link	Harrisburg–Carlisle metropolitan statistical area	41°38′N	79°40′W
Tekko (convention)	https://en.wikipedia.org/wiki/Tekko_(convention)	link	Harrisburg–Carlisle metropolitan statistical area	40°26′45″N	79°59′47″W
Pittsburgh synagogue shooting	https://en.wikipedia.org/wiki/Pittsburgh_synagogue_shooting	link	Harrisburg–Carlisle metropolitan statistical area	40°26′37″N	79°55′17″W
Lancaster County, Pennsylvania	https://en.wikipedia.org/wiki/Lancaster_County,_Pennsylvania	link	Harrisburg–Carlisle metropolitan statistical area	40°02′N	76°15′W
Erie	https://en.wikipedia.org/wiki/Erie	link	Harrisburg–Carlisle metropolitan statistical area	42°7′46″N	80°5′6″W
Supreme Court of Pennsylvania	https://en.wikipedia.org/wiki/Supreme_Court_of_Pennsylvania	link	Harrisburg–Carlisle metropolitan statistical area	40°15′51″N	76°53′01″W
Philadelphia County, Pennsylvania	https://en.wikipedia.org/wiki/Philadelphia_County,_Pennsylvania	link	Harrisburg–Carlisle metropolitan statistical area	40°01′N	75°08′W
McCandless Township, Allegheny County, Pennsylvania	https://en.wikipedia.org/wiki/McCandless_Township,_Allegheny_County,_Pennsylvania	link	Harrisburg–Carlisle metropolitan statistical area	40°34′35″N	80°01′45″W
Blair County, Pennsylvania	https://en.wikipedia.org/wiki/Blair_County,_Pennsylvania	link	Harrisburg–Carlisle metropolitan statistical area	40°28′N	78°21′W
Cameron County, Pennsylvania	https://en.wikipedia.org/wiki/Cameron_County,_Pennsylvania	link	Harrisburg–Carlisle metropolitan statistical area	41°26′N	78°12′W
Plum, Pennsylvania	https://en.wikipedia.org/wiki/Plum,_Pennsylvania	link	Harrisburg–Carlisle metropolitan statistical area	40°29′55″N	79°45′16″W
Bethel Park, Pennsylvania	https://en.wikipedia.org/wiki/Bethel_Park,_Pennsylvania	link	Harrisburg–Carlisle metropolitan statistical area	40°19′39″N	80°2′22″W
Monroeville, Pennsylvania	https://en.wikipedia.org/wiki/Monroeville,_Pennsylvania	link	Harrisburg–Carlisle metropolitan statistical area	40°25′52″N	79°45′55″W
Lycoming County, Pennsylvania	https://en.wikipedia.org/wiki/Lycoming_County,_Pennsylvania	link	Harrisburg–Carlisle metropolitan statistical area	41°21′N	77°04′W
Chester, Pennsylvania	https://en.wikipedia.org/wiki/Chester,_Pennsylvania	link	Harrisburg–Carlisle metropolitan statistical area	39°50′50″N	75°22′22″W
Northampton County, Pennsylvania	https://en.wikipedia.org/wiki/Northampton_County,_Pennsylvania	link	Harrisburg–Carlisle metropolitan statistical area	40°45′N	75°19′W
Allegheny County, Pennsylvania	https://en.wikipedia.org/wiki/Allegheny_County,_Pennsylvania	link	Harrisburg–Carlisle metropolitan statistical area	40°28′N	79°59′W
York County, Pennsylvania	https://en.wikipedia.org/wiki/York_County,_Pennsylvania	link	Harrisburg–Carlisle metropolitan statistical area	39°55′N	76°44′W
Berks County, Pennsylvania	https://en.wikipedia.org/wiki/Berks_County,_Pennsylvania	link	Harrisburg–Carlisle metropolitan statistical area	40°25′N	75°56′W
Wilkes-Barre	https://en.wikipedia.org/wiki/Wilkes-Barre	link	Harrisburg–Carlisle metropolitan statistical area	41°14′40″N	75°52′41″W
Lehigh University	https://en.wikipedia.org/wiki/Lehigh_University	link	Harrisburg–Carlisle metropolitan statistical area	40°36′25.8″N	75°22′44.4″W
University of the Sciences	https://en.wikipedia.org/wiki/University_of_the_Sciences	link	Harrisburg–Carlisle metropolitan statistical area	39°56′46″N	75°12′27″W
Houdini Museum	https://en.wikipedia.org/wiki/Houdini_Museum	link	Harrisburg–Carlisle metropolitan statistical area	41°25′57″N	75°39′47″W
Hersheypark	https://en.wikipedia.org/wiki/Hersheypark	link	Harrisburg–Carlisle metropolitan statistical area	40°17′17″N	76°39′25″W
Philadelphia College of Pharmacy	https://en.wikipedia.org/wiki/Philadelphia_College_of_Pharmacy	link	Harrisburg–Carlisle metropolitan statistical area	39°56′46″N	75°12′27″W
Pittsburgh Zoo %26 PPG Aquarium	https://en.wikipedia.org/wiki/Pittsburgh_Zoo_%26_PPG_Aquarium	link	Harrisburg–Carlisle metropolitan statistical area	40°29′02″N	79°55′05″W
Sandcastle Waterpark	https://en.wikipedia.org/wiki/Sandcastle_Waterpark	link	Harrisburg–Carlisle metropolitan statistical area	40°23′53″N	79°55′41″W
Conneaut Lake Park	https://en.wikipedia.org/wiki/Conneaut_Lake_Park	link	Harrisburg–Carlisle metropolitan statistical area	41°38′08″N	80°18′54″W
Splash Lagoon	https://en.wikipedia.org/wiki/Splash_Lagoon	link	Harrisburg–Carlisle metropolitan statistical area	42°02′54″N	80°04′40″W
Clarks Summit, Pennsylvania	https://en.wikipedia.org/wiki/Clarks_Summit,_Pennsylvania	link	Harrisburg–Carlisle metropolitan statistical area	41°29′34″N	75°42′18″W
Delaware Water Gap	https://en.wikipedia.org/wiki/Delaware_Water_Gap	link	Harrisburg–Carlisle metropolitan statistical area	40°58′3″N	75°7′20″W
Pennsylvania Department of Transportation	https://en.wikipedia.org/wiki/Pennsylvania_Department_of_Transportation	link	Harrisburg–Carlisle metropolitan statistical area	40°15′59″N	76°53′1″W
Lamar Township, Clinton County, Pennsylvania	https://en.wikipedia.org/wiki/Lamar_Township,_Clinton_County,_Pennsylvania	link	Harrisburg–Carlisle metropolitan statistical area	41°05′00″N	77°30′00″W
Downtown Pittsburgh	https://en.wikipedia.org/wiki/Downtown_Pittsburgh	link	Harrisburg–Carlisle metropolitan statistical area	40°26′28″N	80°00′00″W
Inland port	https://en.wikipedia.org/wiki/Inland_port	link	Harrisburg–Carlisle metropolitan statistical area	43°53′N	78°52′W
Port of Philadelphia	https://en.wikipedia.org/wiki/Port_of_Philadelphia	link	Harrisburg–Carlisle metropolitan statistical area	39°55′6.1″N	75°8′11.8″W
Erie International Airport	https://en.wikipedia.org/wiki/Erie_International_Airport	link	Harrisburg–Carlisle metropolitan statistical area	42°4′59″N	80°10′55″W
Harrisburg International Airport	https://en.wikipedia.org/wiki/Harrisburg_International_Airport	link	Harrisburg–Carlisle metropolitan statistical area	40°11′35″N	076°45′48″W
Pittsburgh International Airport	https://en.wikipedia.org/wiki/Pittsburgh_International_Airport	link	Harrisburg–Carlisle metropolitan statistical area	40°29′46″N	80°14′46″W
National Basketball Association	https://en.wikipedia.org/wiki/National_Basketball_Association	link	Harrisburg–Carlisle metropolitan statistical area	42°21′59″N	71°03′44″W
Long Pond, Pennsylvania	https://en.wikipedia.org/wiki/Long_Pond,_Pennsylvania	link	Harrisburg–Carlisle metropolitan statistical area	41°03′12″N	75°27′47″W
Latrobe, Pennsylvania	https://en.wikipedia.org/wiki/Latrobe,_Pennsylvania	link	Harrisburg–Carlisle metropolitan statistical area	40°18′54″N	79°22′52″W
Nazareth, Pennsylvania	https://en.wikipedia.org/wiki/Nazareth,_Pennsylvania	link	Harrisburg–Carlisle metropolitan statistical area	40°44′24″N	75°18′40″W
North East, Pennsylvania	https://en.wikipedia.org/wiki/North_East,_Pennsylvania	link	Harrisburg–Carlisle metropolitan statistical area	42°12′48″N	79°50′1″W
Presque Isle Downs	https://en.wikipedia.org/wiki/Presque_Isle_Downs	link	Harrisburg–Carlisle metropolitan statistical area	42°04′08″N	80°01′48″W
Penn National Race Course	https://en.wikipedia.org/wiki/Penn_National_Race_Course	link	Harrisburg–Carlisle metropolitan statistical area	40°23′48″N	76°39′31″W
LOVE Park	https://en.wikipedia.org/wiki/LOVE_Park	link	Harrisburg–Carlisle metropolitan statistical area	39°57′15″N	75°09′57″W
Pocono Downs	https://en.wikipedia.org/wiki/Pocono_Downs	link	Harrisburg–Carlisle metropolitan statistical area	41°16′08″N	75°49′09″W
Lafayette College	https://en.wikipedia.org/wiki/Lafayette_College	link	Harrisburg–Carlisle metropolitan statistical area	40°41′55″N	75°12′29″W
Villanova University	https://en.wikipedia.org/wiki/Villanova_University	link	Harrisburg–Carlisle metropolitan statistical area	40°02′16″N	75°20′15″W
Dunmore, Pennsylvania	https://en.wikipedia.org/wiki/Dunmore,_Pennsylvania	link	Harrisburg–Carlisle metropolitan statistical area	41°25′03″N	75°37′28″W
Souderton, Pennsylvania	https://en.wikipedia.org/wiki/Souderton,_Pennsylvania	link	Harrisburg–Carlisle metropolitan statistical area	40°18′37″N	75°19′18″W
H. J. Heinz Company	https://en.wikipedia.org/wiki/H._J._Heinz_Company	link	Harrisburg–Carlisle metropolitan statistical area	40°27′16″N	79°59′27″W
Matanzas Province	https://en.wikipedia.org/wiki/Matanzas_Province	link	Harrisburg–Carlisle metropolitan statistical area	22°32′2″N	80°54′35″W
The Plain Dealer	https://en.wikipedia.org/wiki/The_Plain_Dealer	link	Harrisburg–Carlisle metropolitan statistical area	41°30′25.5″N	81°40′47.2″W
Modern Language Association	https://en.wikipedia.org/wiki/Modern_Language_Association	link	Harrisburg–Carlisle metropolitan statistical area	40°42′14.4″N	74°00′40.4″W
DuBois, Pennsylvania	https://en.wikipedia.org/wiki/DuBois,_Pennsylvania	link	Harrisburg–Carlisle metropolitan statistical area	41°07′13″N	78°45′43″W
Butler, Pennsylvania	https://en.wikipedia.org/wiki/Butler,_Pennsylvania	link	Harrisburg–Carlisle metropolitan statistical area	40°51′38″N	79°53′41″W
Baltimore%E2%80%93Washington metropolitan area	https://en.wikipedia.org/wiki/Baltimore%E2%80%93Washington_metropolitan_area	link	Harrisburg–Carlisle metropolitan statistical area	38°58′N	77°19′W
Pennsylvania#Demographics	https://en.wikipedia.org/wiki/Pennsylvania#Demographics	link	Harrisburg–Carlisle metropolitan statistical area	41°00′N	77°30′W
Pennsylvania#Economy	https://en.wikipedia.org/wiki/Pennsylvania#Economy	link	Harrisburg–Carlisle metropolitan statistical area	41°00′N	77°30′W
Oley Valley	https://en.wikipedia.org/wiki/Oley_Valley	link	Harrisburg–Carlisle metropolitan statistical area	40°22′59″N	75°46′34″W
New Castle, Pennsylvania	https://en.wikipedia.org/wiki/New_Castle,_Pennsylvania	link	Harrisburg–Carlisle metropolitan statistical area	40°59′50″N	80°20′40″W
Haverford Township, Delaware County, Pennsylvania	https://en.wikipedia.org/wiki/Haverford_Township,_Delaware_County,_Pennsylvania	link	Harrisburg–Carlisle metropolitan statistical area	39°59′00″N	75°17′59″W
McKeesport, Pennsylvania	https://en.wikipedia.org/wiki/McKeesport,_Pennsylvania	link	Harrisburg–Carlisle metropolitan statistical area	40°20′38″N	79°50′56″W
Cheltenham Township, Montgomery County, Pennsylvania	https://en.wikipedia.org/wiki/Cheltenham_Township,_Montgomery_County,_Pennsylvania	link	Harrisburg–Carlisle metropolitan statistical area	40°04′00″N	75°06′59″W
Shaler Township, Allegheny County, Pennsylvania	https://en.wikipedia.org/wiki/Shaler_Township,_Allegheny_County,_Pennsylvania	link	Harrisburg–Carlisle metropolitan statistical area	40°31′15″N	79°57′49″W
Mt. Lebanon Township, Allegheny County, Pennsylvania	https://en.wikipedia.org/wiki/Mt._Lebanon_Township,_Allegheny_County,_Pennsylvania	link	Harrisburg–Carlisle metropolitan statistical area	40°22′30″N	80°3′0″W
Sunbury, Pennsylvania	https://en.wikipedia.org/wiki/Sunbury,_Pennsylvania	link	Harrisburg–Carlisle metropolitan statistical area	40°51′50″N	76°47′21″W
Oil Region	https://en.wikipedia.org/wiki/Oil_Region	link	Harrisburg–Carlisle metropolitan statistical area	41°37′52″N	79°45′43″W
Pennsylvania Highlands Region	https://en.wikipedia.org/wiki/Pennsylvania_Highlands_Region	link	Harrisburg–Carlisle metropolitan statistical area	40°19′N	75°29′W
Great Valley (Pennsylvania)	https://en.wikipedia.org/wiki/Great_Valley_(Pennsylvania)	link	Harrisburg–Carlisle metropolitan statistical area	40°03′31″N	75°31′50″W
Harrisburg-York-Lebanon, PA Combined Statistical Area	https://en.wikipedia.org/wiki/Harrisburg-York-Lebanon,_PA_Combined_Statistical_Area	link	Harrisburg–Carlisle metropolitan statistical area	40°06′40″N	77°45′00″W
Northwestern Pennsylvania	https://en.wikipedia.org/wiki/Northwestern_Pennsylvania	link	Harrisburg–Carlisle metropolitan statistical area	42°07′23″N	80°04′54″W
West Chester, Pennsylvania	https://en.wikipedia.org/wiki/West_Chester,_Pennsylvania	link	Harrisburg–Carlisle metropolitan statistical area	39°57′31″N	75°36′18″W
Adams County, Pennsylvania	https://en.wikipedia.org/wiki/Adams_County,_Pennsylvania	link	Harrisburg–Carlisle metropolitan statistical area	39°52′N	77°13′W
Elk County, Pennsylvania	https://en.wikipedia.org/wiki/Elk_County,_Pennsylvania	link	Harrisburg–Carlisle metropolitan statistical area	41°25′N	78°39′W
Forest County, Pennsylvania	https://en.wikipedia.org/wiki/Forest_County,_Pennsylvania	link	Harrisburg–Carlisle metropolitan statistical area	41°31′N	79°14′W
Jefferson County, Pennsylvania	https://en.wikipedia.org/wiki/Jefferson_County,_Pennsylvania	link	Harrisburg–Carlisle metropolitan statistical area	41°08′N	79°00′W
Indiana County, Pennsylvania	https://en.wikipedia.org/wiki/Indiana_County,_Pennsylvania	link	Harrisburg–Carlisle metropolitan statistical area	40°39′N	79°05′W
Carbon County, Pennsylvania	https://en.wikipedia.org/wiki/Carbon_County,_Pennsylvania	link	Harrisburg–Carlisle metropolitan statistical area	40°55′N	75°42′W
Delaware Colony	https://en.wikipedia.org/wiki/Delaware_Colony	link	Harrisburg–Carlisle metropolitan statistical area	39°44′17″N	75°33′29″W
Clearfield County, Pennsylvania	https://en.wikipedia.org/wiki/Clearfield_County,_Pennsylvania	link	Harrisburg–Carlisle metropolitan statistical area	41°00′N	78°28′W
Pike County, Pennsylvania	https://en.wikipedia.org/wiki/Pike_County,_Pennsylvania	link	Harrisburg–Carlisle metropolitan statistical area	41°20′N	75°02′W
Armstrong County, Pennsylvania	https://en.wikipedia.org/wiki/Armstrong_County,_Pennsylvania	link	Harrisburg–Carlisle metropolitan statistical area	40°49′N	79°28′W
Juniata County, Pennsylvania	https://en.wikipedia.org/wiki/Juniata_County,_Pennsylvania	link	Harrisburg–Carlisle metropolitan statistical area	40°32′N	77°24′W
Fayette County, Pennsylvania	https://en.wikipedia.org/wiki/Fayette_County,_Pennsylvania	link	Harrisburg–Carlisle metropolitan statistical area	39°55′N	79°39′W
Monroe County, Pennsylvania	https://en.wikipedia.org/wiki/Monroe_County,_Pennsylvania	link	Harrisburg–Carlisle metropolitan statistical area	41°04′N	75°20′W
Beaver County, Pennsylvania	https://en.wikipedia.org/wiki/Beaver_County,_Pennsylvania	link	Harrisburg–Carlisle metropolitan statistical area	40°41′N	80°21′W
Butler County, Pennsylvania	https://en.wikipedia.org/wiki/Butler_County,_Pennsylvania	link	Harrisburg–Carlisle metropolitan statistical area	40°55′N	79°55′W
List of United States cities by population	https://en.wikipedia.org/wiki/List_of_United_States_cities_by_population	link	Harrisburg–Carlisle metropolitan statistical area	40°39′49″N	73°56′19″W
Bridgeport, Connecticut	https://en.wikipedia.org/wiki/Bridgeport,_Connecticut	link	Harrisburg–Carlisle metropolitan statistical area	41°11′11″N	73°11′44″W
Washington County, Pennsylvania	https://en.wikipedia.org/wiki/Washington_County,_Pennsylvania	link	Harrisburg–Carlisle metropolitan statistical area	40°11′N	80°15′W
Wayne County, Pennsylvania	https://en.wikipedia.org/wiki/Wayne_County,_Pennsylvania	link	Harrisburg–Carlisle metropolitan statistical area	41°39′N	75°19′W
Augusta, Maine	https://en.wikipedia.org/wiki/Augusta,_Maine	link	Harrisburg–Carlisle metropolitan statistical area	44°18′38″N	69°46′46″W
Manchester, New Hampshire	https://en.wikipedia.org/wiki/Manchester,_New_Hampshire	link	Harrisburg–Carlisle metropolitan statistical area	42°59′27″N	71°27′49″W
Quincy, Massachusetts	https://en.wikipedia.org/wiki/Quincy,_Massachusetts	link	Harrisburg–Carlisle metropolitan statistical area	42°15′N	71°0′W
Lowell, Massachusetts	https://en.wikipedia.org/wiki/Lowell,_Massachusetts	link	Harrisburg–Carlisle metropolitan statistical area	42°38′22″N	71°18′53″W
Worcester, Massachusetts	https://en.wikipedia.org/wiki/Worcester,_Massachusetts	link	Harrisburg–Carlisle metropolitan statistical area	42°16′17″N	71°47′56″W
Popham Colony	https://en.wikipedia.org/wiki/Popham_Colony	link	Harrisburg–Carlisle metropolitan statistical area	43°45′12″N	69°47′18″W
East Jersey	https://en.wikipedia.org/wiki/East_Jersey	link	Harrisburg–Carlisle metropolitan statistical area	40°28′01″N	74°19′59″W
West Jersey	https://en.wikipedia.org/wiki/West_Jersey	link	Harrisburg–Carlisle metropolitan statistical area	40°09′58″N	74°14′02″W
Johnston Atoll	https://en.wikipedia.org/wiki/Johnston_Atoll	link	Harrisburg–Carlisle metropolitan statistical area	16°44′13″N	169°31′26″W
Plymouth Colony	https://en.wikipedia.org/wiki/Plymouth_Colony	link	Harrisburg–Carlisle metropolitan statistical area	41°50′42″N	70°44′19″W
Midway Atoll	https://en.wikipedia.org/wiki/Midway_Atoll	link	Harrisburg–Carlisle metropolitan statistical area	28°12′N	177°21′W
Navassa Island	https://en.wikipedia.org/wiki/Navassa_Island	link	Harrisburg–Carlisle metropolitan statistical area	18°24′10″N	75°0′45″W
Shenandoah Valley Railroad (short-line)	https://en.wikipedia.org/wiki/Shenandoah_Valley_Railroad_(short-line)	link	Harrisonburg metropolitan area	38°8′58.9″N	79°3′37.1″W
Tidewater region of Virginia	https://en.wikipedia.org/wiki/Tidewater_region_of_Virginia	link	Harrisonburg metropolitan area	36°53′N	76°28′W
Criders, Virginia	https://en.wikipedia.org/wiki/Criders,_Virginia	link	Harrisonburg metropolitan area	38°45′14″N	79°1′21″W
Mechanicsville, Rockingham County, Virginia	https://en.wikipedia.org/wiki/Mechanicsville,_Rockingham_County,_Virginia	link	Harrisonburg metropolitan area	38°40′04″N	78°47′16″W
Bridgewater College	https://en.wikipedia.org/wiki/Bridgewater_College	link	Harrisonburg metropolitan area	38°22′45.7″N	78°58′10″W
Massanetta Springs, Virginia	https://en.wikipedia.org/wiki/Massanetta_Springs,_Virginia	link	Harrisonburg metropolitan area	38°23′47″N	78°49′54″W
North Fork Shenandoah River	https://en.wikipedia.org/wiki/North_Fork_Shenandoah_River	link	Harrisonburg metropolitan area	39°19′21″N	77°43′40″W
Hardy County, West Virginia	https://en.wikipedia.org/wiki/Hardy_County,_West_Virginia	link	Harrisonburg metropolitan area	39°01′N	78°52′W
Massanutten Mountain	https://en.wikipedia.org/wiki/Massanutten_Mountain	link	Harrisonburg metropolitan area	38°38′34.9″N	78°36′43.3″W
Swift Run Gap	https://en.wikipedia.org/wiki/Swift_Run_Gap	link	Harrisonburg metropolitan area	38°21′25″N	78°32′42″W
Richmond County, North Carolina	https://en.wikipedia.org/wiki/Richmond_County,_North_Carolina	link	Harrisonburg metropolitan area	35°00′N	79°45′W
Singers Glen, Virginia	https://en.wikipedia.org/wiki/Singers_Glen,_Virginia	link	Harrisonburg metropolitan area	38°33′09″N	78°54′48″W
McGaheysville, Virginia	https://en.wikipedia.org/wiki/McGaheysville,_Virginia	link	Harrisonburg metropolitan area	38°22′31″N	78°43′43″W
Lilly, Virginia	https://en.wikipedia.org/wiki/Lilly,_Virginia	link	Harrisonburg metropolitan area	38°28′2″N	79°0′52″W
Newtown Cemetery	https://en.wikipedia.org/wiki/Newtown_Cemetery	feature	Harrisonburg metropolitan area	38°27′12″N	78°51′32″W
Clover Hill, Rockingham County, Virginia	https://en.wikipedia.org/wiki/Clover_Hill,_Rockingham_County,_Virginia	link	Harrisonburg metropolitan area	38°27′7.4″N	79°1′48.1″W
Bridgewater, Virginia	https://en.wikipedia.org/wiki/Bridgewater,_Virginia	link	Harrisonburg metropolitan area	38°23′12″N	78°58′11″W
Dayton, Virginia	https://en.wikipedia.org/wiki/Dayton,_Virginia	link	Harrisonburg metropolitan area	38°24′59″N	78°56′22″W
Lacey Spring, Virginia	https://en.wikipedia.org/wiki/Lacey_Spring,_Virginia	link	Harrisonburg metropolitan area	38°32′22″N	78°46′7″W
Cross Keys, Virginia	https://en.wikipedia.org/wiki/Cross_Keys,_Virginia	link	Harrisonburg metropolitan area	38°21′27″N	78°50′46″W
Broadway, Virginia	https://en.wikipedia.org/wiki/Broadway,_Virginia	link	Harrisonburg metropolitan area	38°36′43″N	78°47′57″W
Briery Branch, Virginia	https://en.wikipedia.org/wiki/Briery_Branch,_Virginia	link	Harrisonburg metropolitan area	38°26′0″N	79°04′47″W
Port Republic, Virginia	https://en.wikipedia.org/wiki/Port_Republic,_Virginia	link	Harrisonburg metropolitan area	38°17′46″N	78°48′38″W
Penn Laird, Virginia	https://en.wikipedia.org/wiki/Penn_Laird,_Virginia	link	Harrisonburg metropolitan area	38°23′08″N	78°48′09″W
George Washington National Forest	https://en.wikipedia.org/wiki/George_Washington_National_Forest	link	Harrisonburg metropolitan area	38°30′0″N	79°0′0″W
Turleytown, Virginia	https://en.wikipedia.org/wiki/Turleytown,_Virginia	link	Harrisonburg metropolitan area	38°37′15″N	78°51′47″W
Mauzy, Virginia	https://en.wikipedia.org/wiki/Mauzy,_Virginia	link	Harrisonburg metropolitan area	38°34′8″N	78°45′8″W
Bergton, Virginia	https://en.wikipedia.org/wiki/Bergton,_Virginia	link	Harrisonburg metropolitan area	38°45′52″N	78°56′21″W
Stemphleytown, Virginia	https://en.wikipedia.org/wiki/Stemphleytown,_Virginia	link	Harrisonburg metropolitan area	38°24′39″N	78°57′31″W
Mount Crawford, Virginia	https://en.wikipedia.org/wiki/Mount_Crawford,_Virginia	link	Harrisonburg metropolitan area	38°21′25″N	78°56′31″W
Massanutten, Virginia	https://en.wikipedia.org/wiki/Massanutten,_Virginia	link	Harrisonburg metropolitan area	38°24′16″N	78°44′24″W
Hinton, Virginia	https://en.wikipedia.org/wiki/Hinton,_Virginia	link	Harrisonburg metropolitan area	38°27′57″N	78°58′21″W
Grottoes, Virginia	https://en.wikipedia.org/wiki/Grottoes,_Virginia	link	Harrisonburg metropolitan area	38°16′3″N	78°49′30″W
Keezletown, Virginia	https://en.wikipedia.org/wiki/Keezletown,_Virginia	link	Harrisonburg metropolitan area	38°24′53″N	78°48′8″W
Linville, Virginia	https://en.wikipedia.org/wiki/Linville,_Virginia	link	Harrisonburg metropolitan area	38°31′15″N	78°50′15″W
Mount Clinton, Virginia	https://en.wikipedia.org/wiki/Mount_Clinton,_Virginia	link	Harrisonburg metropolitan area	38°35′19″N	78°46′15″W
South Fork Shenandoah River	https://en.wikipedia.org/wiki/South_Fork_Shenandoah_River	link	Harrisonburg metropolitan area	39°19′21″N	77°43′40″W
National Register of Historic Places in Harrisonburg, Virginia	https://en.wikipedia.org/wiki/National_Register_of_Historic_Places_in_Harrisonburg,_Virginia	feature	Harrisonburg metropolitan area	38°25′23″N	78°51′53″W
Virginia Department of Transportation	https://en.wikipedia.org/wiki/Virginia_Department_of_Transportation	link	Harrisonburg metropolitan area	37°32′16″N	77°25′48″W
New Erection, Virginia	https://en.wikipedia.org/wiki/New_Erection,_Virginia	link	Harrisonburg metropolitan area	38°28′25″N	78°55′39″W
Berrytown, Virginia	https://en.wikipedia.org/wiki/Berrytown,_Virginia	link	Harrisonburg metropolitan area	38°22′06″N	78°39′25″W
Belmont Estates, Virginia	https://en.wikipedia.org/wiki/Belmont_Estates,_Virginia	link	Harrisonburg metropolitan area	38°26′47″N	78°55′22″W
File:2016-06-26 10 17 24 Rockingham County Courthouse in Harrisonburg, Virginia.jpg	https://en.wikipedia.org/wiki/File:2016-06-26_10_17_24_Rockingham_County_Courthouse_in_Harrisonburg,_Virginia.jpg	link	Harrisonburg metropolitan area	Latitude38° 26′ 56.18″ N	Longitude78° 52′ 7.53″ W
Pleasant Valley, Rockingham County, Virginia	https://en.wikipedia.org/wiki/Pleasant_Valley,_Rockingham_County,_Virginia	link	Harrisonburg metropolitan area	38°23′05″N	78°53′50″W
Rockingham County, Virginia	https://en.wikipedia.org/wiki/Rockingham_County,_Virginia	feature	Harrisonburg metropolitan area	38°31′N	78°53′W
Shenandoah River	https://en.wikipedia.org/wiki/Shenandoah_River	link	Harrisonburg metropolitan area	39°19′21″N	77°43′40″W
Shenandoah National Park	https://en.wikipedia.org/wiki/Shenandoah_National_Park	link	Harrisonburg metropolitan area	38°32′N	78°21′W
Enclave	https://en.wikipedia.org/wiki/Enclave	link	Harrisonburg metropolitan area	45°0′48.07″N	73°11′35.72″W
James Madison University	https://en.wikipedia.org/wiki/James_Madison_University	link	Harrisonburg metropolitan area	38°26′18.4″N	78°52′25.5″W
Fulks Run, Virginia	https://en.wikipedia.org/wiki/Fulks_Run,_Virginia	link	Harrisonburg metropolitan area	38°39′24″N	78°53′59″W
Little Grill Collective	https://en.wikipedia.org/wiki/Little_Grill_Collective	feature	Harrisonburg metropolitan area	38°27′22″N	78°51′51″W
Montezuma, Virginia	https://en.wikipedia.org/wiki/Montezuma,_Virginia	link	Harrisonburg metropolitan area	38°25′1″N	78°59′52″W
Yankeetown, Virginia	https://en.wikipedia.org/wiki/Yankeetown,_Virginia	link	Harrisonburg metropolitan area	38°40′15″N	78°56′26″W
Elkton, Virginia	https://en.wikipedia.org/wiki/Elkton,_Virginia	link	Harrisonburg metropolitan area	38°24′30″N	78°37′13″W
Inglewood, Rockingham County, Virginia	https://en.wikipedia.org/wiki/Inglewood,_Rockingham_County,_Virginia	link	Harrisonburg metropolitan area	38°23′25″N	78°39′53″W
Tenth Legion, Virginia	https://en.wikipedia.org/wiki/Tenth_Legion,_Virginia	link	Harrisonburg metropolitan area	38°34′37.2″N	78°43′51.6″W
WAZH-CD	https://en.wikipedia.org/wiki/WAZH-CD	feature	Harrisonburg metropolitan area	38°56′24″N	77°4′53″W
WKCY-FM	https://en.wikipedia.org/wiki/WKCY-FM	feature	Harrisonburg metropolitan area	38°23′47.0″N	79°8′28.0″W
German River	https://en.wikipedia.org/wiki/German_River	link	Harrisonburg metropolitan area	38°46′04″N	78°56′26″W
Mayland, Virginia	https://en.wikipedia.org/wiki/Mayland,_Virginia	link	Harrisonburg metropolitan area	38°35′19″N	78°46′15″W
Rockingham County, North Carolina	https://en.wikipedia.org/wiki/Rockingham_County,_North_Carolina	link	Harrisonburg metropolitan area	36°24′N	79°47′W
Timberville, Virginia	https://en.wikipedia.org/wiki/Timberville,_Virginia	link	Harrisonburg metropolitan area	38°38′3″N	78°46′35″W
Harrisonburg, Virginia	https://en.wikipedia.org/wiki/Harrisonburg,_Virginia	feature	Harrisonburg metropolitan area	38°26′58″N	78°52′08″W
Pendleton County, West Virginia	https://en.wikipedia.org/wiki/Pendleton_County,_West_Virginia	link	Harrisonburg metropolitan area	38°41′N	79°22′W
Cootes Store, Virginia	https://en.wikipedia.org/wiki/Cootes_Store,_Virginia	link	Harrisonburg metropolitan area	38°38′18″N	78°51′4″W
Edom, Virginia	https://en.wikipedia.org/wiki/Edom,_Virginia	link	Harrisonburg metropolitan area	38°31′32″N	78°51′40″W
WHSV-TV	https://en.wikipedia.org/wiki/WHSV-TV	link	Harrisonburg metropolitan area	38°9′55.8″N	79°18′44.9″W
Dale Enterprise, Virginia	https://en.wikipedia.org/wiki/Dale_Enterprise,_Virginia	link	Harrisonburg metropolitan area	38°27′18″N	78°56′20″W
Eastern Mennonite University	https://en.wikipedia.org/wiki/Eastern_Mennonite_University	link	Harrisonburg metropolitan area	38°28′15″N	78°52′46″W
